,iteration,x,f(x),sum,epsilon,converged,gradient,m,v,beta1,beta2,alpha
128,128,[1.24201609305520 1.27364536467966],1195.29575217297,<built-in function sum>,0.0001,False,[-641.751855157559 -154.725808431807],[-661.822961609533 -155.520703888677],[476105.153249363 24500.2652509970],0.8,0.9,0.01
129,129,[1.25160660569231 1.28358106870778],1187.67690299245,<built-in function sum>,0.0001,False,[-636.862964271765 -154.527092706407],[-656.830962141979 -155.321981652223],[469054.081450529 24438.1009639267],0.8,0.9,0.01
130,130,[1.26119604855070 1.29351669030385],1180.10723579427,<built-in function sum>,0.0001,False,[-631.999504278054 -154.328378625844],[-651.864670569194 -155.123261046947],[462091.010646246 24376.0157124623],0.8,0.9,0.01
131,131,[1.27078441632113 1.30345222927522],1172.58650065092,<built-in function sum>,0.0001,False,[-627.161406032836 -154.129666193923],[-646.924017661922 -154.924542076342],[455215.052503330 24314.0095413210],0.8,0.9,0.01
132,132,[1.28037170364247 1.31338768542683],1165.11444833478,<built-in function sum>,0.0001,False,[-622.348600407862 -153.930955414496],[-642.008934211110 -154.725824743973],[448425.325295959 24252.0824906709],0.8,0.9,0.01
133,133,[1.28995790510221 1.32332305856141],1157.69083031716,<built-in function sum>,0.0001,False,[-617.561018289558 -153.732246291463],[-637.119351026800 -154.527109053471],[441720.953897447 24190.2345965857],0.8,0.9,0.01
134,134,[1.29954301523699 1.33325834847957],1150.31539876737,<built-in function sum>,0.0001,False,[-612.798590578441 -153.533538828772],[-632.255198937128 -154.328395008531],[435101.069769195 24128.4658914557],0.8,0.9,0.01
135,135,[1.30912702853296 1.34319355497992],1142.98790655187,<built-in function sum>,0.0001,False,[-608.061248188578 -153.334833030409],[-627.416408787418 -154.129682612907],[428564.810947140 24066.7764043565],0.8,0.9,0.01
136,136,[1.31870993942613 1.35312867785919],1135.70810723355,<built-in function sum>,0.0001,False,[-603.348922047106 -153.136128900402],[-622.602911439356 -153.930971870406],[422111.322025967 24005.1661613809],0.8,0.9,0.01
137,137,[1.32829174230260 1.36306371691227],1128.47575507099,<built-in function sum>,0.0001,False,[-598.661543093799 -152.937426442816],[-617.814637770244 -153.732262784888],[415739.754141315 23943.6351859380],0.8,0.9,0.01
138,138,[1.33787243149880 1.37299867193239],1121.29060501781,<built-in function sum>,0.0001,False,[-593.999042280669 -152.738725661755],[-613.051518672329 -153.533555360261],[409449.264950219 23882.1834990218],0.8,0.9,0.01
139,139,[1.34745200130155 1.38293354271108],1114.15241272212,<built-in function sum>,0.0001,False,[-589.361350571624 -152.540026561352],[-608.313485052188 -153.334849600479],[403239.018609958 23820.8111194535],0.8,0.9,0.01
140,140,[1.35703044594822 1.39286832903834],1107.06093452592,<built-in function sum>,0.0001,False,[-584.748398942144 -152.341329145778],[-603.600467830179 -153.136145509539],[397108.185755502 23759.5180640984],0.8,0.9,0.01
141,141,[1.36660775962670 1.40280303070265],1100.01592746463,<built-in function sum>,0.0001,False,[-580.160118379000 -152.142633419233],[-598.912397939944 -152.937443091478],[391055.943475705 23698.3043480624],0.8,0.9,0.01
142,142,[1.37618393647539 1.41273764749101],1093.01714926663,<built-in function sum>,0.0001,False,[-575.596439880003 -151.943939385947],[-594.249206327956 -152.738742350372],[385081.475288388 23637.1699848682],0.8,0.9,0.01
143,143,[1.38575897058316 1.42267217918906],1086.06435835278,<built-in function sum>,0.0001,False,[-571.057294453777 -151.745247050180],[-589.610823953120 -152.540043290333],[379183.971114436 23576.1149866134],0.8,0.9,0.01
144,144,[1.39533285598927 1.43260662558105],1079.15731383611,<built-in function sum>,0.0001,False,[-566.542613119554 -151.546556416219],[-584.997181786407 -152.341345915510],[373362.627251026 23515.1393641135],0.8,0.9,0.01
145,145,[1.40490558668315 1.44254098644994],1072.29577552136,<built-in function sum>,0.0001,False,[-562.052326907003 -151.347867488379],[-580.408210810526 -152.142650230084],[367616.646344081 23454.2431270301],0.8,0.9,0.01
146,146,[1.41447715660434 1.45247526157737],1065.47950390469,<built-in function sum>,0.0001,False,[-557.586366856065 -151.149180271001],[-575.843842019634 -151.943956238268],[361945.237360048 23393.4262839867],0.8,0.9,0.01
147,147,[1.42404755964219 1.46240945074379],1058.70826017336,<built-in function sum>,0.0001,False,[-553.144664016818 -150.950494768453],[-571.304006419071 -151.745263944305],[356347.615557071 23332.6888426721],0.8,0.9,0.01
148,148,[1.43361678963570 1.47234355372839],1051.98180620541,<built-in function sum>,0.0001,False,[-548.727149449353 -150.751810985124],[-566.788635025127 -151.546573352468],[350823.002455645 23272.0308099343],0.8,0.9,0.01
149,149,[1.44318484037319 1.48227757030920],1045.29990456938,<built-in function sum>,0.0001,False,[-544.333754223668 -150.553128925432],[-562.297658864835 -151.347884467061],[345370.625808804 23211.4521918647],0.8,0.9,0.01
150,150,[1.45275170559209 1.49221150026306],1038.66231852409,<built-in function sum>,0.0001,False,[-539.964409419577 -150.354448593816],[-557.831008975784 -151.149197292412],[339989.719571906 23150.9529938733],0.8,0.9,0.01
151,151,[1.46231737897857 1.50214534336570],1032.06881201834,<built-in function sum>,0.0001,False,[-535.619046126630 -150.155769994739],[-553.388616405953 -150.950511832878],[334679.523872076 23090.5332207572],0.8,0.9,0.01
152,152,[1.47188185416723 1.51207909939169],1025.51914969073,<built-in function sum>,0.0001,False,[-531.297595444044 -149.957093132686],[-548.970412213571 -150.751828092839],[329439.284977331 23030.1928767620],0.8,0.9,0.01
153,153,[1.48144512474074 1.52201276811452],1019.01309686939,<built-in function sum>,0.0001,False,[-526.999988480650 -149.758418012166],[-544.576327466987 -150.553146076705],[324268.255265458 22969.9319656365],0.8,0.9,0.01
154,154,[1.49100718422948 1.53194634930658],1012.55041957182,<built-in function sum>,0.0001,False,[-522.726156354841 -149.559744637710],[-540.206293244558 -150.354465788906],[319165.693192663 22909.7504906825],0.8,0.9,0.01
155,155,[1.50056802611111 1.54187984273916],1006.13088450467,<built-in function sum>,0.0001,False,[-518.476030194539 -149.361073013868],[-535.860240634554 -150.155787233898],[314130.863262025 22849.6484547997],0.8,0.9,0.01
156,156,[1.51012764381019 1.55181324818251],999.754259063581,<built-in function sum>,0.0001,False,[-514.249541137164 -149.162403145217],[-531.538100735076 -149.957110416162],[309163.035991801 22789.6258605253],0.8,0.9,0.01
157,157,[1.51968603069775 1.56174656540581],993.420311332953,<built-in function sum>,0.0001,False,[-510.046620329609 -148.963735036350],[-527.239804653983 -149.758435340199],[304261.487883587 22729.6827100708],0.8,0.9,0.01
158,158,[1.52924318009081 1.57167979417719],987.128810085831,<built-in function sum>,0.0001,False,[-505.867198928231 -148.765068691884],[-522.965283508832 -149.559762010536],[299425.501390377 22669.8190053538],0.8,0.9,0.01
159,159,[1.53879908525194 1.58161293426372],980.879524783715,<built-in function sum>,0.0001,False,[-501.711208098833 -148.566404116456],[-518.714468426832 -149.361090431720],[294654.364884539 22610.0347480278],0.8,0.9,0.01
160,160,[1.54835373938881 1.59154598543148],974.672225576410,<built-in function sum>,0.0001,False,[-497.578579016668 -148.367741314725],[-514.487290544799 -149.162420608321],[289947.372625709 22550.3299395084],0.8,0.9,0.01
161,161,[1.55790713565363 1.60147894744546],968.506683301873,<built-in function sum>,0.0001,False,[-493.469242866439 -148.169080291370],[-510.283681009127 -148.963752544931],[285303.824728656 22490.7045809966],0.8,0.9,0.01
162,162,[1.56745926714272 1.61141182006966],962.382669486069,<built-in function sum>,0.0001,False,[-489.383130842305 -147.970421051091],[-506.103570975763 -148.765086246163],[280723.027131092 22431.1586735006],0.8,0.9,0.01
163,163,[1.57701012689591 1.62134460306705],956.299956342828,<built-in function sum>,0.0001,False,[-485.320174147890 -147.771763598607],[-501.946891610188 -148.566421716652],[276204.291561477 22371.6922178548],0.8,0.9,0.01
164,164,[1.58655970789610 1.63127729619957],950.258316773708,<built-in function sum>,0.0001,False,[-481.280303996303 -147.573107938659],[-497.813574087411 -148.367758961053],[271746.935506806 22312.3052147369],0.8,0.9,0.01
165,165,[1.59610800306862 1.64120989922814],944.257524367862,<built-in function sum>,0.0001,False,[-477.263451610152 -147.374454076009],[-493.703549591959 -148.169097984044],[267350.282180409 22252.9976646833],0.8,0.9,0.01
166,166,[1.60565500528074 1.65114241191266],938.297353401907,<built-in function sum>,0.0001,False,[-473.269548221569 -147.175802015437],[-489.616749317881 -147.970438790323],[263013.660489753 22193.7695681037],0.8,0.9,0.01
167,167,[1.61520070734107 1.66107483401203],932.377578839795,<built-in function sum>,0.0001,False,[-469.298525072236 -146.977151761747],[-485.553104468752 -147.771781384608],[258736.405004276 22134.6209252929],0.8,0.9,0.01
168,168,[1.62474510199899 1.67100716528412],926.497976332688,<built-in function sum>,0.0001,False,[-465.350313413410 -146.778503319759],[-481.512546257684 -147.573125771638],[254517.855923244 22075.5517364425],0.8,0.9,0.01
169,169,[1.63428818194404 1.68093940548575],920.658322218838,<built-in function sum>,0.0001,False,[-461.424844505956 -146.579856694318],[-477.495005907338 -147.374471956174],[250357.359043654 22016.5620016509],0.8,0.9,0.01
170,170,[1.64382993980534 1.69087155437278],914.858393523460,<built-in function sum>,0.0001,False,[-457.522049620381 -146.381211890285],[-473.500414649947 -147.175819942996],[246254.265728172 21957.6517209327],0.8,0.9,0.01
171,171,[1.65337036815094 1.70080361169999],909.097967958618,<built-in function sum>,0.0001,False,[-453.641860036870 -146.182568912544],[-469.528703727332 -146.977169736906],[242207.932873126 21898.8208942265],0.8,0.9,0.01
172,172,[1.66290945948723 1.71073557722118],903.376823923105,<built-in function sum>,0.0001,False,[-449.784207045319 -145.983927766000],[-465.579804390929 -146.778521342725],[238217.722876552 21840.0695214027],0.8,0.9,0.01
173,173,[1.67244720625826 1.72066745068909],897.694740502325,<built-in function sum>,0.0001,False,[-445.949021945382 -145.785288455576],[-461.653647901820 -146.579874765295],[234283.003606301 21781.3976022700],0.8,0.9,0.01
174,174,[1.68198360084513 1.73059923185547],892.051497468181,<built-in function sum>,0.0001,False,[-442.136236046507 -145.586650986218],[-457.750165530757 -146.381230009480],[230403.148368208 21722.8051365813],0.8,0.9,0.01
175,175,[1.69151863556531 1.74053092047100],886.446875278954,<built-in function sum>,0.0001,False,[-438.345780667983 -145.388015362891],[-453.869288558202 -146.182587080162],[226577.535874330 21664.2921240392],0.8,0.9,0.01
176,176,[1.70105230267195 1.75046251628534],880.880655079200,<built-in function sum>,0.0001,False,[-434.577587138981 -145.189381590580],[-450.010948274358 -145.983945982246],[222805.550211251 21605.8585643008],0.8,0.9,0.01
177,177,[1.71058459435325 1.76039401904714],875.352618699623,<built-in function sum>,0.0001,False,[-430.831586798605 -144.990749674293],[-446.175075979207 -145.785306720655],[219086.580808466 21547.5044569820],0.8,0.9,0.01
178,178,[1.72011550273169 1.77032542850396],869.862548656974,<built-in function sum>,0.0001,False,[-427.107710995935 -144.792119619057],[-442.361602982553 -145.586669300336],[215420.022406838 21489.2298016618],0.8,0.9,0.01
179,179,[1.72964501986340 1.78025674440235],864.410228153934,<built-in function sum>,0.0001,False,[-423.405891090083 -144.593491429921],[-438.570460604059 -145.388033726253],[211805.275027133 21431.0345978851],0.8,0.9,0.01
180,180,[1.73917313773741 1.79018796648781],858.995441079002,<built-in function sum>,0.0001,False,[-419.726058450234 -144.394865111953],[-434.801580173294 -145.189400003393],[208241.743938637 21372.9188451665],0.8,0.9,0.01
181,181,[1.74869984827490 1.80011909450476],853.617972006383,<built-in function sum>,0.0001,False,[-416.068144455706 -144.196240670244],[-431.054893029776 -144.990768136763],[204728.839627854 21314.8825429929],0.8,0.9,0.01
182,182,[1.75822514332852 1.81005012819660],848.277606195880,<built-in function sum>,0.0001,False,[-412.432080495999 -143.997618109905],[-427.330330523021 -144.792138131391],[201265.977767295 21256.9256908262],0.8,0.9,0.01
183,183,[1.76774901468159 1.81998106730564],842.974129592777,<built-in function sum>,0.0001,False,[-408.817797970847 -143.798997436068],[-423.627824012586 -144.593509992327],[197852.579184339 21199.0482881054],0.8,0.9,0.01
184,184,[1.77727145404737 1.82991191157314],837.707328827734,<built-in function sum>,0.0001,False,[-405.225228290280 -143.600378653887],[-419.947304868125 -144.394883724639],[194488.069830196 21141.2503342489],0.8,0.9,0.01
185,185,[1.78679245306825 1.83984266073928],832.476991216668,<built-in function sum>,0.0001,False,[-401.654302874671 -143.401761768537],[-416.288704469434 -144.196259333418],[191171.880748950 21083.5318286560],0.8,0.9,0.01
186,186,[1.79631200331503 1.84977331454317],827.282904760649,<built-in function sum>,0.0001,False,[-398.104953154797 -143.203146785214],[-412.651954206507 -143.997636823778],[187903.448046693 21025.8927707092],0.8,0.9,0.01
187,187,[1.80583009628606 1.85970387272282],822.124858145785,<built-in function sum>,0.0001,False,[-394.577110571900 -143.004533709137],[-409.036985479585 -143.799016200849],[184682.212860751 20968.3331597750],0.8,0.9,0.01
188,188,[1.81534672340650 1.86963433501519],817.002640743106,<built-in function sum>,0.0001,False,[-391.070706577740 -142.805922545544],[-405.443729699216 -143.600397469788],[181507.621328997 20910.8529952059],0.8,0.9,0.01
189,189,[1.82486187602743 1.87956470115612],811.916042608458,<built-in function sum>,0.0001,False,[-387.585672634656 -142.607313299696],[-401.872118286304 -143.401780635770],[178379.124559263 20853.4522763411],0.8,0.9,0.01
190,190,[1.83437554542508 1.88949497088036],806.864854482388,<built-in function sum>,0.0001,False,[-384.121940215629 -142.408705976878],[-398.322082672169 -143.203165703991],[175296.178598839 20796.1310025078],0.8,0.9,0.01
191,191,[1.84388772279995 1.89942514392156],801.848867790030,<built-in function sum>,0.0001,False,[-380.679440804340 -142.210100582393],[-394.793554298603 -143.004552679672],[172258.244404065 20738.8891730225],0.8,0.9,0.01
192,192,[1.85339839927599 1.90935522001227],796.867874640991,<built-in function sum>,0.0001,False,[-377.258105895234 -142.011497121569],[-391.286464617929 -142.805941568051],[169264.787810025 20681.7267871912],0.8,0.9,0.01
193,193,[1.86290756589969 1.91928519888390],791.921667829242,<built-in function sum>,0.0001,False,[-373.857866993583 -141.812895599755],[-387.800745093060 -142.607332374392],[166315.279500321 20624.6438443107],0.8,0.9,0.01
194,194,[1.87241521363926 1.92921508026677],787.010040832997,<built-in function sum>,0.0001,False,[-370.478655615546 -141.614296022322],[-384.336327197557 -142.408725103978],[163409.194976960 20567.6403436695],0.8,0.9,0.01
195,195,[1.88192133338368 1.93914486389007],782.132787814601,<built-in function sum>,0.0001,False,[-367.120403288238 -141.415698394665],[-380.893142415693 -142.210119762115],[160546.014530315 20510.7162845476],0.8,0.9,0.01
196,196,[1.89142591594183 1.94907454948184],777.289703620420,<built-in function sum>,0.0001,False,[-363.783041549793 -141.217102722199],[-377.471122242513 -142.011516354132],[157725.223209206 20453.8716662180],0.8,0.9,0.01
197,197,[1.90092895204157 1.95900413676901],772.480583780715,<built-in function sum>,0.0001,False,[-360.466501949427 -141.018509010363],[-374.070198183896 -141.812914885378],[154946.310791051 20397.1064879468],0.8,0.9,0.01
198,198,[1.91043043232879 1.96893362547734],767.705224509535,<built-in function sum>,0.0001,False,[-357.170716047511 -140.819917264620],[-370.690301756619 -141.614315361226],[152208.771752135 20340.4207489936],0.8,0.9,0.01
199,199,[1.91993034736650 1.97886301533147],762.963422704592,<built-in function sum>,0.0001,False,[-353.895615415632 -140.621327490453],[-367.331364488422 -141.415717787072],[149512.105237962 20283.8144486119],0.8,0.9,0.01
200,200,[1.92942868763385 1.98879230605485],758.254975947153,<built-in function sum>,0.0001,False,[-350.641131636664 -140.422739693371],[-363.993317918070 -141.217122168332],[146855.815033710 20227.2875860500],0.8,0.9,0.01
201,201,[1.93892544352514 1.99872149736981],753.579682501912,<built-in function sum>,0.0001,False,[-347.407196304836 -140.224153878903],[-360.676093595423 -141.018528510446],[144239.409534778 20170.8401605504],0.8,0.9,0.01
202,202,[1.94842060534889 2.00865058899748],748.937341316877,<built-in function sum>,0.0001,False,[-344.193741025803 -140.025570052604],[-357.379623081499 -140.819936818877],[141662.401717434 20114.4721713510],0.8,0.9,0.01
